E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA	E /V	I /uA
0.343	0.101	0.343	0.100	0.343	0.141	0.343	0.112	0.343	0.100	0.343	0.118	0.343	0.092	0.343	0.121	0.343	0.097
0.343	0.111	0.343	0.071	0.343	0.134	0.343	0.112	0.343	0.052	0.343	0.065	0.343	0.130	0.343	0.072	0.343	0.115
0.344	0.097	0.344	0.074	0.344	0.071	0.344	0.049	0.344	0.100	0.344	0.092	0.344	0.127	0.344	0.046	0.344	0.075
0.344	0.155	0.344	0.112	0.344	0.100	0.344	0.074	0.344	0.134	0.344	0.086	0.344	0.161	0.344	0.068	0.344	0.080
0.344	0.094	0.344	0.134	0.344	0.129	0.344	0.149	0.344	0.098	0.344	0.054	0.344	0.088	0.344	0.097	0.344	0.092
0.345	0.069	0.345	0.092	0.345	0.111	0.345	0.078	0.345	0.068	0.345	0.135	0.345	0.089	0.345	0.081	0.345	0.061
0.345	0.068	0.345	0.074	0.345	0.032	0.345	0.057	0.345	0.083	0.345	0.138	0.345	0.097	0.345	0.094	0.345	0.127
0.346	0.169	0.346	0.048	0.346	0.104	0.346	0.077	0.346	0.115	0.346	0.114	0.346	0.086	0.346	0.129	0.346	0.077
0.346	0.132	0.346	0.126	0.346	0.124	0.346	0.054	0.346	0.114	0.346	0.130	0.346	0.143	0.346	0.134	0.346	0.054
0.347	0.163	0.347	0.088	0.347	0.051	0.347	0.098	0.347	0.120	0.347	0.078	0.347	0.123	0.347	0.115	0.347	0.103
0.347	0.103	0.347	0.094	0.347	0.038	0.347	0.115	0.347	0.123	0.347	0.072	0.347	0.126	0.347	0.092	0.347	0.114
0.348	0.077	0.348	0.057	0.348	0.092	0.348	0.107	0.348	0.080	0.348	0.130	0.348	0.106	0.348	0.054	0.348	0.137
0.348	0.129	0.348	0.130	0.348	0.135	0.348	0.101	0.348	0.057	0.348	0.138	0.348	0.084	0.348	0.042	0.348	0.104
0.349	0.149	0.349	0.127	0.349	0.129	0.349	0.144	0.349	0.126	0.349	0.127	0.349	0.098	0.349	0.078	0.349	0.098
0.349	0.104	0.349	0.132	0.349	0.100	0.349	0.153	0.349	0.141	0.349	0.038	0.349	0.124	0.349	0.083	0.349	0.049
0.350	0.127	0.350	0.107	0.350	0.077	0.350	0.101	0.350	0.120	0.350	0.060	0.350	0.160	0.350	0.065	0.350	0.140
0.350	0.103	0.350	0.088	0.350	0.072	0.350	0.074	0.350	0.091	0.350	0.094	0.350	0.088	0.350	0.100	0.350	0.095
0.351	0.055	0.351	0.123	0.351	0.061	0.351	0.054	0.351	0.072	0.351	0.055	0.351	0.052	0.351	0.123	0.351	0.042
0.351	0.141	0.351	0.149	0.351	0.051	0.351	0.058	0.351	0.083	0.351	0.054	0.351	0.101	0.351	0.061	0.351	0.130
0.352	0.115	0.352	0.143	0.352	0.075	0.352	0.097	0.352	0.118	0.352	0.055	0.352	0.158	0.352	0.072	0.352	0.071
0.352	0.078	0.352	0.104	0.352	0.150	0.352	0.129	0.352	0.127	0.352	0.060	0.352	0.137	0.352	0.078	0.352	0.112
0.353	0.072	0.353	0.144	0.353	0.103	0.353	0.120	0.353	0.150	0.353	0.065	0.353	0.117	0.353	0.109	0.353	0.130
0.353	0.078	0.353	0.092	0.353	0.078	0.353	0.149	0.353	0.114	0.353	0.081	0.353	0.092	0.353	0.123	0.353	0.127
0.354	0.137	0.354	0.100	0.354	0.080	0.354	0.126	0.354	0.097	0.354	0.152	0.354	0.138	0.354	0.126	0.354	0.098
0.354	0.137	0.354	0.055	0.354	0.134	0.354	0.111	0.354	0.086	0.354	0.146	0.354	0.112	0.354	0.100	0.354	0.069
0.355	0.106	0.355	0.121	0.355	0.153	0.355	0.086	0.355	0.100	0.355	0.114	0.355	0.164	0.355	0.097	0.355	0.097
0.355	0.106	0.355	0.106	0.355	0.132	0.355	0.117	0.355	0.150	0.355	0.130	0.355	0.152	0.355	0.074	0.355	0.134
0.356	0.058	0.356	0.104	0.356	0.069	0.356	0.132	0.356	0.126	0.356	0.152	0.356	0.083	0.356	0.086	0.356	0.135
0.356	0.095	0.356	0.058	0.356	0.066	0.356	0.126	0.356	0.117	0.356	0.094	0.356	0.075	0.356	0.101	0.356	0.100
0.357	0.083	0.357	0.065	0.357	0.138	0.357	0.072	0.357	0.098	0.357	0.097	0.357	0.129	0.357	0.112	0.357	0.069
0.357	0.065	0.357	0.118	0.357	0.091	0.357	0.043	0.357	0.080	0.357	0.048	0.357	0.126	0.357	0.042	0.357	0.117
0.358	0.121	0.358	0.157	0.358	0.072	0.358	0.141	0.358	0.130	0.358	0.140	0.358	0.098	0.358	0.075	0.358	0.150
0.358	0.124	0.358	0.089	0.358	0.146	0.358	0.186	0.358	0.097	0.358	0.104	0.358	0.054	0.358	0.130	0.358	0.129
0.359	0.149	0.359	0.104	0.359	0.146	0.359	0.123	0.359	0.158	0.359	0.072	0.359	0.114	0.359	0.077	0.359	0.121
0.359	0.193	0.359	0.100	0.359	0.106	0.359	0.077	0.359	0.115	0.359	0.123	0.359	0.149	0.359	0.106	0.359	0.058
0.360	0.147	0.360	0.135	0.360	0.097	0.360	0.069	0.360	0.107	0.360	0.106	0.360	0.164	0.360	0.103	0.360	0.075
0.360	0.095	0.360	0.098	0.360	0.100	0.360	0.092	0.360	0.080	0.360	0.124	0.360	0.129	0.360	0.068	0.360	0.112
0.361	0.069	0.361	0.103	0.361	0.069	0.361	0.141	0.361	0.114	0.361	0.098	0.361	0.101	0.361	0.144	0.361	0.109
0.361	0.143	0.361	0.155	0.361	0.074	0.361	0.137	0.361	0.160	0.361	0.117	0.361	0.111	0.361	0.153	0.361	0.153
0.362	0.173	0.362	0.176	0.362	0.046	0.362	0.149	0.362	0.134	0.362	0.176	0.362	0.176	0.362	0.097	0.362	0.166
0.362	0.132	0.362	0.160	0.362	0.107	0.362	0.170	0.362	0.103	0.362	0.127	0.362	0.138	0.362	0.068	0.362	0.121
0.363	0.114	0.363	0.121	0.363	0.086	0.363	0.111	0.363	0.106	0.363	0.092	0.363	0.092	0.363	0.068	0.363	0.147
0.363	0.098	0.363	0.084	0.363	0.092	0.363	0.124	0.363	0.109	0.363	0.118	0.363	0.169	0.363	0.115	0.363	0.117
0.364	0.161	0.364	0.101	0.364	0.137	0.364	0.158	0.364	0.152	0.364	0.146	0.364	0.164	0.364	0.107	0.364	0.058
0.364	0.183	0.364	0.120	0.364	0.081	0.364	0.172	0.364	0.152	0.364	0.080	0.364	0.123	0.364	0.103	0.364	0.114
0.365	0.143	0.365	0.163	0.365	0.134	0.365	0.157	0.365	0.180	0.365	0.060	0.365	0.091	0.365	0.080	0.365	0.150
0.365	0.101	0.365	0.163	0.365	0.114	0.365	0.060	0.365	0.091	0.365	0.086	0.365	0.164	0.365	0.057	0.365	0.088
0.366	0.098	0.366	0.144	0.366	0.143	0.366	0.086	0.366	0.098	0.366	0.143	0.366	0.134	0.366	0.092	0.366	0.169
0.366	0.106	0.366	0.206	0.366	0.183	0.366	0.138	0.366	0.103	0.366	0.161	0.366	0.103	0.366	0.120	0.366	0.158
0.367	0.126	0.367	0.169	0.367	0.152	0.367	0.118	0.367	0.163	0.367	0.160	0.367	0.141	0.367	0.100	0.367	0.068
0.367	0.160	0.367	0.143	0.367	0.160	0.367	0.124	0.367	0.111	0.367	0.155	0.367	0.160	0.367	0.103	0.367	0.092
0.368	0.160	0.368	0.092	0.368	0.150	0.368	0.088	0.368	0.091	0.368	0.106	0.368	0.126	0.368	0.127	0.368	0.088
0.368	0.169	0.368	0.103	0.368	0.164	0.368	0.132	0.368	0.092	0.368	0.107	0.368	0.120	0.368	0.114	0.368	0.129
0.369	0.126	0.369	0.180	0.369	0.213	0.369	0.164	0.369	0.132	0.369	0.140	0.369	0.187	0.369	0.129	0.369	0.132
0.369	0.114	0.369	0.103	0.369	0.137	0.369	0.187	0.369	0.157	0.369	0.245	0.369	0.129	0.369	0.138	0.369	0.103
0.370	0.103	0.370	0.146	0.370	0.124	0.370	0.161	0.370	0.209	0.370	0.126	0.370	0.138	0.370	0.106	0.370	0.132
0.370	0.183	0.370	0.153	0.370	0.084	0.370	0.150	0.370	0.184	0.370	0.098	0.370	0.147	0.370	0.086	0.370	0.134
0.371	0.095	0.371	0.124	0.371	0.104	0.371	0.104	0.371	0.135	0.371	0.130	0.371	0.143	0.371	0.098	0.371	0.170
0.371	0.207	0.371	0.083	0.371	0.189	0.371	0.080	0.371	0.118	0.371	0.155	0.371	0.135	0.371	0.075	0.371	0.112
0.372	0.232	0.372	0.134	0.372	0.115	0.372	0.118	0.372	0.107	0.372	0.183	0.372	0.058	0.372	0.126	0.372	0.086
0.372	0.084	0.372	0.161	0.372	0.146	0.372	0.114	0.372	0.137	0.372	0.192	0.372	0.127	0.372	0.181	0.372	0.080
0.373	0.107	0.373	0.126	0.373	0.167	0.373	0.180	0.373	0.164	0.373	0.184	0.373	0.164	0.373	0.123	0.373	0.181
0.373	0.137	0.373	0.121	0.373	0.134	0.373	0.184	0.373	0.138	0.373	0.153	0.373	0.127	0.373	0.150	0.373	0.160
0.374	0.140	0.374	0.097	0.374	0.103	0.374	0.198	0.374	0.078	0.374	0.143	0.374	0.138	0.374	0.107	0.374	0.164
0.375	0.114	0.375	0.104	0.375	0.118	0.375	0.210	0.375	0.111	0.375	0.084	0.375	0.134	0.375	0.104	0.375	0.152
0.375	0.170	0.375	0.138	0.375	0.114	0.375	0.104	0.375	0.178	0.375	0.146	0.375	0.081	0.375	0.107	0.375	0.091
0.376	0.190	0.376	0.203	0.376	0.170	0.376	0.120	0.376	0.115	0.376	0.083	0.376	0.114	0.376	0.141	0.376	0.141
0.376	0.166	0.376	0.198	0.376	0.158	0.376	0.089	0.376	0.129	0.376	0.091	0.376	0.060	0.376	0.107	0.376	0.183
0.377	0.126	0.377	0.203	0.377	0.181	0.377	0.164	0.377	0.184	0.377	0.164	0.377	0.163	0.377	0.146	0.377	0.144
0.377	0.123	0.377	0.201	0.377	0.146	0.377	0.107	0.377	0.193	0.377	0.187	0.377	0.134	0.377	0.104	0.377	0.091
0.378	0.083	0.378	0.123	0.378	0.098	0.378	0.104	0.378	0.158	0.378	0.112	0.378	0.115	0.378	0.054	0.378	0.088
0.378	0.167	0.378	0.176	0.378	0.118	0.378	0.149	0.378	0.203	0.378	0.149	0.378	0.068	0.378	0.150	0.378	0.120
0.379	0.222	0.379	0.175	0.379	0.100	0.379	0.158	0.379	0.141	0.379	0.132	0.379	0.124	0.379	0.186	0.379	0.138
0.379	0.236	0.379	0.166	0.379	0.080	0.379	0.123	0.379	0.049	0.379	0.150	0.379	0.157	0.379	0.147	0.379	0.150
0.380	0.199	0.380	0.209	0.380	0.123	0.380	0.178	0.380	0.094	0.380	0.115	0.380	0.187	0.380	0.149	0.380	0.140
0.380	0.176	0.380	0.166	0.380	0.189	0.380	0.195	0.380	0.170	0.380	0.146	0.380	0.213	0.380	0.075	0.380	0.094
0.381	0.141	0.381	0.164	0.381	0.198	0.381	0.187	0.381	0.198	0.381	0.172	0.381	0.130	0.381	0.095	0.381	0.193
0.381	0.152	0.381	0.204	0.381	0.060	0.381	0.068	0.381	0.134	0.381	0.121	0.381	0.107	0.381	0.173	0.381	0.146
0.382	0.130	0.382	0.198	0.382	0.111	0.382	0.167	0.382	0.138	0.382	0.180	0.382	0.117	0.382	0.141	0.382	0.109
0.382	0.192	0.382	0.186	0.382	0.206	0.382	0.117	0.382	0.097	0.382	0.189	0.382	0.146	0.382	0.118	0.382	0.083
0.383	0.207	0.383	0.213	0.383	0.173	0.383	0.203	0.383	0.127	0.383	0.147	0.383	0.158	0.383	0.121	0.383	0.157
0.383	0.180	0.383	0.123	0.383	0.124	0.383	0.201	0.383	0.176	0.383	0.126	0.383	0.107	0.383	0.107	0.383	0.215
0.384	0.209	0.384	0.192	0.384	0.066	0.384	0.169	0.384	0.143	0.384	0.170	0.384	0.124	0.384	0.135	0.384	0.141
0.384	0.164	0.384	0.219	0.384	0.134	0.384	0.170	0.384	0.141	0.384	0.195	0.384	0.180	0.384	0.143	0.384	0.184
0.385	0.155	0.385	0.213	0.385	0.169	0.385	0.140	0.385	0.095	0.385	0.123	0.385	0.157	0.385	0.160	0.385	0.155
0.385	0.180	0.385	0.201	0.385	0.169	0.385	0.045	0.385	0.109	0.385	0.143	0.385	0.118	0.385	0.111	0.385	0.175
0.386	0.153	0.386	0.124	0.386	0.184	0.386	0.088	0.386	0.204	0.386	0.106	0.386	0.176	0.386	0.124	0.386	0.117
0.386	0.178	0.386	0.192	0.386	0.161	0.386	0.083	0.386	0.160	0.386	0.166	0.386	0.204	0.386	0.163	0.386	0.138
0.387	0.209	0.387	0.221	0.387	0.140	0.387	0.226	0.387	0.106	0.387	0.175	0.387	0.203	0.387	0.186	0.387	0.129
0.387	0.245	0.387	0.239	0.387	0.081	0.387	0.233	0.387	0.124	0.387	0.189	0.387	0.153	0.387	0.150	0.387	0.161
0.388	0.229	0.388	0.203	0.388	0.166	0.388	0.180	0.388	0.170	0.388	0.215	0.388	0.141	0.388	0.095		
0.388	0.130	0.388	0.175	0.388	0.121	0.388	0.216	0.388	0.138	0.388	0.207	0.388	0.115	0.388	0.147		
0.389	0.221	0.389	0.144	0.389	0.175	0.389	0.129	0.389	0.130	0.389	0.135	0.389	0.109	0.389	0.078		
0.389	0.190	0.389	0.118	0.389	0.209	0.389	0.161	0.389	0.183	0.389	0.163	0.389	0.127	0.389	0.141		
0.390	0.232	0.390	0.164	0.390	0.095	0.390	0.118	0.390	0.212	0.390	0.123	0.390	0.199	0.390	0.127		
0.390	0.181	0.390	0.167	0.390	0.101	0.390	0.199	0.390	0.186	0.390	0.104	0.390	0.213	0.390	0.175		
0.391	0.284	0.391	0.160	0.391	0.152	0.391	0.213	0.391	0.186	0.391	0.109	0.391	0.150	0.391	0.183		
0.391	0.265	0.391	0.218	0.391	0.157	0.391	0.221	0.391	0.147	0.391	0.115	0.391	0.172	0.391	0.150		
0.392	0.147	0.392	0.219	0.392	0.215	0.392	0.115	0.392	0.161	0.392	0.152	0.392	0.152	0.392	0.137		
0.392	0.140	0.392	0.216	0.392	0.242	0.392	0.158	0.392	0.111	0.392	0.210	0.392	0.146	0.392	0.117		
0.393	0.180	0.393	0.229	0.393	0.158	0.393	0.057	0.393	0.172	0.393	0.219	0.393	0.141	0.393	0.117		
0.393	0.167	0.393	0.152	0.393	0.199	0.393	0.106	0.393	0.201	0.393	0.166	0.393	0.132	0.393	0.164		
0.394	0.233	0.394	0.118	0.394	0.192	0.394	0.157	0.394	0.155	0.394	0.166	0.394	0.221	0.394	0.203		
0.394	0.253	0.394	0.196	0.394	0.155	0.394	0.304	0.394	0.152	0.394	0.118	0.394	0.157	0.394	0.158		
0.395	0.272	0.395	0.137	0.395	0.172	0.395	0.146	0.395	0.172	0.395	0.138	0.395	0.098	0.395	0.134		
0.395	0.284	0.395	0.238	0.395	0.180	0.395	0.268	0.395	0.216	0.395	0.134	0.395	0.118	0.395	0.181		
0.396	0.273	0.396	0.229	0.396	0.167	0.396	0.172	0.396	0.161	0.396	0.190	0.396	0.160	0.396	0.167		
0.396	0.247	0.396	0.117	0.396	0.187	0.396	0.175	0.396	0.114	0.396	0.230	0.396	0.232	0.396	0.132		
0.397	0.175	0.397	0.164	0.397	0.212	0.397	0.180	0.397	0.153	0.397	0.160	0.397	0.203	0.397	0.172		
0.397	0.178	0.397	0.183	0.397	0.221	0.397	0.199	0.397	0.235	0.397	0.149	0.397	0.157	0.397	0.129		
0.398	0.193	0.398	0.106	0.398	0.170	0.398	0.287	0.398	0.150	0.398	0.101	0.398	0.150	0.398	0.124		
0.398	0.167	0.398	0.270	0.398	0.203	0.398	0.316	0.398	0.164	0.398	0.109	0.398	0.146	0.398	0.140		
0.399	0.253	0.399	0.279	0.399	0.163	0.399	0.195	0.399	0.169	0.399	0.161	0.399	0.106	0.399	0.123		
0.399	0.153	0.399	0.244	0.399	0.095	0.399	0.160	0.399	0.160	0.399	0.178	0.399	0.170	0.399	0.123		
0.400	0.141	0.400	0.244	0.400	0.170	0.400	0.134	0.400	0.130	0.400	0.198	0.400	0.196	0.400	0.111		
0.400	0.290	0.400	0.215	0.400	0.207	0.400	0.175	0.400	0.186	0.400	0.242	0.400	0.143	0.400	0.137		
0.401	0.250	0.401	0.232	0.401	0.219	0.401	0.232	0.401	0.167	0.401	0.176	0.401	0.100	0.401	0.106		
0.401	0.236	0.401	0.146	0.401	0.193	0.401	0.140	0.401	0.158	0.401	0.132	0.401	0.175	0.401	0.172		
0.402	0.157	0.402	0.219	0.402	0.183	0.402	0.301	0.402	0.160	0.402	0.176	0.402	0.219	0.402	0.183		
0.402	0.157	0.402	0.203	0.402	0.238	0.402	0.233	0.402	0.192	0.402	0.227	0.402	0.158	0.402	0.175		
0.403	0.192	0.403	0.184	0.403	0.233	0.403	0.152	0.403	0.203	0.403	0.166	0.403	0.124	0.403	0.206		
0.403	0.184	0.403	0.199	0.403	0.114	0.403	0.091	0.403	0.213	0.403	0.183	0.403	0.121	0.403	0.121		
0.404	0.241	0.404	0.249	0.404	0.173	0.404	0.052	0.404	0.192	0.404	0.224	0.404	0.212	0.404	0.178		
0.404	0.236	0.404	0.212	0.404	0.164	0.404	0.232	0.404	0.130	0.404	0.181	0.404	0.141	0.404	0.175		
0.405	0.164	0.405	0.180	0.405	0.138	0.405	0.129	0.405	0.135	0.405	0.210	0.405	0.166	0.405	0.146		
0.405	0.232	0.405	0.176	0.405	0.172	0.405	0.143	0.405	0.232	0.405	0.158	0.405	0.186	0.405	0.190		
0.406	0.239	0.406	0.158	0.406	0.255	0.406	0.272	0.406	0.166	0.406	0.215	0.406	0.170	0.406	0.152		
0.406	0.224	0.406	0.161	0.406	0.236	0.406	0.187	0.406	0.144	0.406	0.167	0.406	0.206	0.406	0.129		
0.406	0.230	0.406	0.193	0.406	0.229	0.406	0.180	0.406	0.160	0.406	0.147	0.406	0.209	0.406	0.149		
0.407	0.242	0.407	0.186	0.407	0.109	0.407	0.210	0.407	0.126	0.407	0.235	0.407	0.149	0.407	0.155		
0.407	0.238	0.407	0.238	0.407	0.176	0.407	0.321	0.407	0.161	0.407	0.192	0.407	0.111	0.407	0.210		
0.408	0.201	0.408	0.209	0.408	0.115	0.408	0.235	0.408	0.150	0.408	0.252	0.408	0.118	0.408	0.207		
0.408	0.172	0.408	0.224	0.408	0.153	0.408	0.227	0.408	0.166	0.408	0.206	0.408	0.097	0.408	0.175		
0.409	0.207	0.409	0.163	0.409	0.230	0.409	0.255	0.409	0.173	0.409	0.143	0.409	0.212	0.409	0.196		
0.409	0.195	0.409	0.221	0.409	0.247	0.409	0.173	0.409	0.232	0.409	0.247	0.409	0.192	0.409	0.196		
0.410	0.176	0.410	0.253	0.410	0.272	0.410	0.147	0.410	0.190	0.410	0.296	0.410	0.121	0.410	0.137		
0.410	0.222	0.410	0.285	0.410	0.183	0.410	0.183	0.410	0.150	0.410	0.207	0.410	0.132	0.410	0.140		
0.411	0.247	0.411	0.255	0.411	0.199	0.411	0.328	0.411	0.239	0.411	0.181	0.411	0.172	0.411	0.114		
0.411	0.313	0.411	0.218	0.411	0.210	0.411	0.301	0.411	0.250	0.411	0.164	0.411	0.235	0.411	0.170		
0.412	0.279	0.412	0.207	0.412	0.135	0.412	0.173	0.412	0.247	0.412	0.195	0.412	0.173	0.412	0.210		
0.412	0.226	0.412	0.201	0.412	0.176	0.412	0.218	0.412	0.212	0.412	0.196	0.412	0.155	0.412	0.221		
0.413	0.224	0.413	0.170	0.413	0.189	0.413	0.091	0.413	0.206	0.413	0.232	0.413	0.152	0.413	0.124		
0.413	0.279	0.413	0.201	0.413	0.235	0.413	0.138	0.413	0.178	0.413	0.190	0.413	0.126	0.413	0.146		
0.414	0.311	0.414	0.241	0.414	0.221	0.414	0.184	0.414	0.149	0.414	0.204	0.414	0.158	0.414	0.183		
0.414	0.321	0.414	0.226	0.414	0.160	0.414	0.224	0.414	0.138	0.414	0.242	0.414	0.147	0.414	0.212		
0.415	0.219	0.415	0.186	0.415	0.130	0.415	0.285	0.415	0.180	0.415	0.222	0.415	0.218	0.415	0.170		
0.415	0.215	0.415	0.258	0.415	0.135	0.415	0.282	0.415	0.166	0.415	0.210	0.415	0.166	0.415	0.161		
0.416	0.233	0.416	0.210	0.416	0.193	0.416	0.180	0.416	0.195	0.416	0.141	0.416	0.175	0.416	0.152		
0.416	0.259	0.416	0.199	0.416	0.284	0.416	0.153	0.416	0.157	0.416	0.181	0.416	0.249	0.416	0.204		
0.417	0.221	0.417	0.218	0.417	0.270	0.417	0.155	0.417	0.193	0.417	0.124	0.417	0.198	0.417	0.120		
0.417	0.256	0.417	0.226	0.417	0.267	0.417	0.109	0.417	0.164	0.417	0.150	0.417	0.146	0.417	0.104		
0.418	0.285	0.418	0.301	0.418	0.221	0.418	0.143	0.418	0.226	0.418	0.181	0.418	0.241	0.418	0.100		
0.418	0.218	0.418	0.199	0.418	0.201	0.418	0.152	0.418	0.143	0.418	0.190	0.418	0.166	0.418	0.190		
0.419	0.239	0.419	0.238	0.419	0.268	0.419	0.213	0.419	0.106	0.419	0.184	0.419	0.132	0.419	0.176		
0.419	0.192	0.419	0.245	0.419	0.193	0.419	0.224	0.419	0.201	0.419	0.158	0.419	0.132	0.419	0.184		
0.420	0.252	0.420	0.201	0.420	0.183	0.420	0.192	0.420	0.236	0.420	0.180	0.420	0.137	0.420	0.138		
0.420	0.238	0.420	0.216	0.420	0.213	0.420	0.203	0.420	0.253	0.420	0.229	0.420	0.189	0.420	0.186		
0.421	0.215	0.421	0.206	0.421	0.169	0.421	0.213	0.421	0.229	0.421	0.250	0.421	0.218	0.421	0.233		
0.421	0.199	0.421	0.222	0.421	0.252	0.421	0.195	0.421	0.210	0.421	0.176	0.421	0.229	0.421	0.172		
0.422	0.222	0.422	0.176	0.422	0.242	0.422	0.181	0.422	0.203	0.422	0.180	0.422	0.222	0.422	0.100		
0.422	0.322	0.422	0.173	0.422	0.253	0.422	0.134	0.422	0.160	0.422	0.232	0.422	0.149	0.422	0.232		
0.423	0.265	0.423	0.261	0.423	0.261	0.423	0.149	0.423	0.222	0.423	0.250	0.423	0.242	0.423	0.256		
0.423	0.241	0.423	0.291	0.423	0.250	0.423	0.261	0.423	0.190	0.423	0.196	0.423	0.181	0.423	0.167		
0.424	0.273	0.424	0.199	0.424	0.273	0.424	0.138	0.424	0.160	0.424	0.183	0.424	0.166	0.424	0.175		
0.424	0.222	0.424	0.264	0.424	0.203	0.424	0.204	0.424	0.152	0.424	0.219	0.424	0.164	0.424	0.252		
0.425	0.275	0.425	0.282	0.425	0.160	0.425	0.250	0.425	0.224	0.425	0.227	0.425	0.222	0.425	0.219		
0.425	0.318	0.425	0.279	0.425	0.199	0.425	0.187	0.425	0.264	0.425	0.227	0.425	0.232	0.425	0.238		
0.426	0.259	0.426	0.262	0.426	0.268	0.426	0.219	0.426	0.209	0.426	0.180	0.426	0.196	0.426	0.187		
0.426	0.273	0.426	0.322	0.426	0.253	0.426	0.210	0.426	0.167	0.426	0.230	0.426	0.193	0.426	0.143		
0.427	0.247	0.427	0.275	0.427	0.219	0.427	0.176	0.427	0.157	0.427	0.192	0.427	0.256	0.427	0.124		
0.427	0.201	0.427	0.261	0.427	0.278	0.427	0.176	0.427	0.222	0.427	0.239	0.427	0.166	0.427	0.201		
0.428	0.250	0.428	0.259	0.428	0.242	0.428	0.137	0.428	0.270	0.428	0.164	0.428	0.204	0.428	0.193		
0.428	0.268	0.428	0.235	0.428	0.203	0.428	0.207	0.428	0.187	0.428	0.204	0.428	0.161	0.428	0.216		
0.429	0.285	0.429	0.233	0.429	0.161	0.429	0.221	0.429	0.204	0.429	0.183	0.429	0.206	0.429	0.137		
0.429	0.218	0.429	0.252	0.429	0.160	0.429	0.198	0.429	0.250	0.429	0.259	0.429	0.209	0.429	0.157		
0.430	0.307	0.430	0.235	0.430	0.255	0.430	0.167	0.430	0.221	0.430	0.230	0.430	0.141	0.430	0.164		
0.430	0.285	0.430	0.190	0.430	0.273	0.430	0.114	0.430	0.155	0.430	0.258	0.430	0.206	0.430	0.212		
0.431	0.288	0.431	0.258	0.431	0.212	0.431	0.135	0.431	0.189	0.431	0.186	0.431	0.233	0.431	0.193		
0.431	0.261	0.431	0.201	0.431	0.157	0.431	0.262	0.431	0.218	0.431	0.175	0.431	0.232	0.431	0.158		
0.432	0.203	0.432	0.233	0.432	0.167	0.432	0.209	0.432	0.232	0.432	0.213	0.432	0.206	0.432	0.147		
0.432	0.241	0.432	0.210	0.432	0.201	0.432	0.157	0.432	0.256	0.432	0.207	0.432	0.226	0.432	0.135		
0.433	0.203	0.433	0.241	0.433	0.199	0.433	0.150	0.433	0.215	0.433	0.160	0.433	0.172	0.433	0.140		
0.433	0.210	0.433	0.201	0.433	0.259	0.433	0.199	0.433	0.210	0.433	0.278	0.433	0.183	0.433	0.192		
0.434	0.213	0.434	0.183	0.434	0.175	0.434	0.227	0.434	0.164	0.434	0.265	0.434	0.190	0.434	0.206		
0.434	0.262	0.434	0.180	0.434	0.164	0.434	0.233	0.434	0.206	0.434	0.250	0.434	0.184	0.434	0.213		
0.435	0.311	0.435	0.233	0.435	0.204	0.435	0.206	0.435	0.222	0.435	0.163	0.435	0.157	0.435	0.164		
0.435	0.307	0.435	0.227	0.435	0.242	0.435	0.213	0.435	0.262	0.435	0.193	0.435	0.207	0.435	0.178		
0.436	0.319	0.436	0.222	0.436	0.250	0.436	0.209	0.436	0.186	0.436	0.153	0.436	0.221	0.436	0.130		
0.436	0.180	0.436	0.163	0.436	0.129	0.436	0.169	0.436	0.189	0.436	0.175	0.436	0.140	0.436	0.129		
0.437	0.227	0.437	0.206	0.437	0.203	0.437	0.230	0.437	0.209	0.437	0.175	0.437	0.173	0.437	0.201		
0.438	0.235	0.438	0.172	0.438	0.181	0.438	0.152	0.438	0.203	0.438	0.239	0.438	0.129	0.438	0.195		
0.438	0.279	0.438	0.265	0.438	0.164	0.438	0.176	0.438	0.278	0.438	0.213	0.438	0.198	0.438	0.175		
0.439	0.232	0.439	0.235	0.439	0.196	0.439	0.123	0.439	0.250	0.439	0.201	0.439	0.163	0.439	0.130		
0.439	0.219	0.439	0.252	0.439	0.195	0.439	0.276	0.439	0.135	0.439	0.218	0.439	0.212	0.439	0.120		
0.440	0.209	0.440	0.213	0.440	0.252	0.440	0.192	0.440	0.176	0.440	0.196	0.440	0.201	0.440	0.201		
0.440	0.261	0.440	0.213	0.440	0.258	0.440	0.350	0.440	0.239	0.440	0.160	0.440	0.172	0.440	0.193		
0.441	0.250	0.441	0.282	0.441	0.224	0.441	-0.012	0.441	0.204	0.441	0.279	0.441	0.167	0.441	0.144		
0.441	0.256	0.441	0.258	0.441	0.163	0.441	0.157	0.441	0.195	0.441	0.215	0.441	0.233	0.441	0.178		
0.442	0.267	0.442	0.192	0.442	0.175	0.442	0.206	0.442	0.167	0.442	0.192	0.442	0.242	0.442	0.150		
0.442	0.284	0.442	0.252	0.442	0.247	0.442	0.222	0.442	0.195	0.442	0.163	0.442	0.238	0.442	0.216		
0.443	0.224	0.443	0.275	0.443	0.238	0.443	0.193	0.443	0.149	0.443	0.181	0.443	0.229	0.443	0.147		
0.443	0.212	0.443	0.222	0.443	0.252	0.443	0.210	0.443	0.215	0.443	0.169	0.443	0.184	0.443	0.187		
0.444	0.235	0.444	0.275	0.444	0.268	0.444	0.247	0.444	0.265	0.444	0.204	0.444	0.135	0.444	0.215		
0.444	0.236	0.444	0.282	0.444	0.206	0.444	0.249	0.444	0.196	0.444	0.210	0.444	0.187	0.444	0.244		
